-0.052226625	0.031904005	0.104792	-0.00202063	-0.08827056	0.052962527	-0.027617691	0.08973312	-0.056870542	0.050140306	-0.024438055	0.0475954	0.056493152	-0.025293097	-0.027279159	-0.012509476
-0.0558581	-0.002254533	0.07860451	-0.011773437	-0.08194339	0.058978397	-0.05875173	0.08156292	-0.038806427	0.0077124042	-0.009315031	0.02512357	0.08640143	-0.04424589	-0.024495058	-0.0071312203
-0.1489306	-0.040897373	0.11621246	0.051502474	0.018823296	0.0031863737	-0.030123314	0.07240816	-0.019933924	-0.058121063	0.0025916488	0.009991875	0.07895025	-0.021667436	-0.017557627	0.055801082
-0.1075088	0.0019416513	0.068164535	-0.04504138	0.0122031495	0.0047538094	-0.0673706	0.018373776	-0.066062756	0.018891253	0.044386968	0.018310826	0.09694337	-0.0005374725	-0.06259586	-0.028657014
-0.06161588	0.015932	0.026647875	0.021795714	-0.027400015	-0.013883012	-0.07633629	0.041549847	-0.005867355	-0.0054277773	-0.015017348	0.124200165	0.06403224	-0.044972368	0.023617797	0.011542316
-0.017907009	0.0054970384	0.10407677	0.0104592955	-0.066591285	0.0044808774	-0.045287088	0.024148148	0.026884269	0.06678655	-0.054681286	-0.0135750035	0.062664196	-0.05068628	0.025508892	-0.0151233105
-0.14545645	-0.009842458	0.07775238	-0.014462234	-0.1401847	0.053563185	-0.040893584	0.03166034	-0.0588731	-0.01047669	-0.021139061	0.10326366	0.02513396	-0.08217136	0.022242954	0.060655117
-0.11721977	0.03345251	0.03186791	0.023734316	-0.032549053	0.007097257	0.032612603	0.05683444	-0.075198665	-0.03259538	-0.05268186	0.035209533	0.12274762	-0.03164433	-0.008291968	-0.02144332
-0.05379803	0.025441352	0.10961744	-0.017223818	-0.07998848	0.0032273543	0.01446038	0.039862417	-0.09112074	-0.015922993	-0.043063726	0.0324705	0.056355923	-0.007214958	-0.052243162	0.07116111
-0.0833872	-0.03224277	0.08143142	0.06713563	-0.032021854	-0.017486786	-0.06927996	0.06546255	-0.077611215	0.013386992	-0.08945146	0.04504068	0.045540486	-0.06381528	-0.123814136	0.074167274
0.016333545	-0.009205084	0.115055956	0.023759305	-0.06814292	0.08585915	0.008097087	0.08416879	-0.03988794	-0.057570457	0.07036015	0.05871354	0.0126255285	-0.03860023	-0.049531564	-0.011940709
-0.13829017	0.015172672	0.13086225	-0.031444505	-0.0372149	0.034179498	0.04014565	0.03747225	-0.028652774	0.040774535	-0.011282525	0.042606205	-0.0021588793	-0.06262329	-0.1234913	0.022615021
